TREATMENT,YEAR,TO_STREET,PROJECT_ID,COMMENTS,Shape__Length,OBJECTID,the_geom,CREATED_BY,MODIFIED_DATE,PW_CURRENT_YR_SERVICE_PLAN_ID,FROM_STREET,FULL_STREET_NAME,CREATED_DATE,MODIFIED_BY,PROJECT_DESCRIPTION
CRCKSL,2022,Danwood Dr,116083,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2874.354389,725,"MULTILINESTRING ((-97.773699020242 30.423023815101, -97.773150520821 30.423362168053, -97.772994732508 30.423581838051, -97.773013183037 30.424022261196, -97.774155523441 30.426688125584, -97.774501222131 30.427533873181, -97.774675384998 30.428026906534, -97.774717814271 30.428132265441, -97.774622802511 30.428333896711, -97.774544254167 30.428453345843, -97.774271560175 30.428563423336, -97.773175831239 30.428921118511, -97.772731205082 30.429410060977))",BSHARMA,,809,Barrington Way,WINDERMERE MEADOWS,8/22/2021 19:00,,CRCKSL on WINDERMERE MEADOWS from Barrington Way to Danwood Dr
SLCT6,2022,Del Valle St,97136,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",657.78967,350,"MULTILINESTRING ((-97.65403328868 30.212620738698, -97.652279030076 30.211646142219))",BSHARMA,,272,Shapard Ln,FLOW LN,8/22/2021 19:00,,SLCT6 on FLOW LN from Shapard Ln to Del Valle St
SLCT6,2022,Highland Haven Dr,97181,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",627.8255706,272,"MULTILINESTRING ((-97.671186152155 30.259514878171, -97.670241081061 30.259718035606, -97.669647985946 30.259862245963, -97.669261434492 30.259948215147))",BSHARMA,,309,Alleyton Dr,HESTER RD,8/22/2021 19:00,,SLCT6 on HESTER RD from Alleyton Dr to Highland Haven Dr
SLCT6,2022,39Th St W,97327,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",556.7225521,364,"MULTILINESTRING ((-97.750524708128 30.31017739506, -97.751414960666 30.311498992653))",BSHARMA,,434,Petes Path,RIDGELEA DR,8/22/2021 19:00,,SLCT6 on RIDGELEA DR from Petes Path to 39Th St W
CRCKSL,2022,Ann Arbor Ave,115979,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",320.412332,767,"MULTILINESTRING ((-97.77871264219 30.246154686527, -97.779457889283 30.246752613121))",BSHARMA,,705,Lamar Blvd S,LA CASA DR,8/22/2021 19:00,,CRCKSL on LA CASA DR from Lamar Blvd S to Ann Arbor Ave
Overlay,2022,8414,96834,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",257.6591917,15,"MULTILINESTRING ((-97.756603966117 30.380034766032, -97.756761413678 30.380315713895, -97.756967680891 30.380669151139))",BSHARMA,,15,8400,MESA DOBLE LN,8/22/2021 19:00,,Overlay on MESA DOBLE LN from 8400 to 8414
SLCT6,2022,Mills Ave,96959,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1899.942289,68,"MULTILINESTRING ((-97.744718155814 30.302705839579, -97.745483756076 30.303069932924, -97.745754788562 30.303202580662, -97.74686738256 30.303739350815, -97.747217526768 30.303944440629, -97.74857170709 30.30456857996, -97.748780615541 30.304757065559, -97.749266414985 30.304992388272, -97.749922022297 30.305308141228))",BSHARMA,,127,Lamar Blvd N,W 34TH ST,8/22/2021 19:00,,SLCT6 on W 34TH ST from Lamar Blvd N to Mills Ave
CRCKSL,2022,12218,116000,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",414.1550175,675,"MULTILINESTRING ((-97.737193801959 30.424279630288, -97.736569740758 30.425281779444))",BSHARMA,,726,Branding Chase,MIDLAND WALK,8/22/2021 19:00,,CRCKSL on MIDLAND WALK from Branding Chase to 12218
CRCKSL,2022,West Gate Blvd,115863,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",542.6945999,652,"MULTILINESTRING ((-97.812726448077 30.214310688633, -97.813517986914 30.214923078842, -97.813896876687 30.215183312651, -97.814071615751 30.215191893271))",BSHARMA,,589,Blarwood Dr,BERKETT DR,8/22/2021 19:00,,CRCKSL on BERKETT DR from Blarwood Dr to West Gate Blvd
Overlay,2022,State Hwy 71  E,96860,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",689.3367952,120,"MULTILINESTRING ((-97.636521445838 30.204012972207, -97.637220279263 30.203395098861, -97.637610787796 30.203054021273, -97.63801113193 30.202630215042))",BSHARMA,,38,Mary St,BESSIE AVE,8/22/2021 19:00,,Overlay on BESSIE AVE from Mary St to State Hwy 71  E
Overlay,2022,Navasota St,96814,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",4661.841233,1,"MULTILINESTRING ((-97.731892597142 30.271874394649, -97.731000355314 30.272006418795, -97.730172653806 30.272149126654), (-97.733924313778 30.272006085482, -97.733839517129 30.271912063574, -97.733449611046 30.271803902823, -97.733168827592 30.271777165279, -97.73295665828 30.271782898514, -97.732795152567 30.271839330923, -97.732906506346 30.27186612391, -97.733081878857 30.271881894371, -97.733224442764 30.27189697135, -97.733357193587 30.271928158623, -97.733784602189 30.272039225748, -97.733924313778 30.272006085482), (-97.735052407103 30.272325672671, -97.734962456241 30.272215897542, -97.734917615274 30.272203106747, -97.734065080409 30.271974946718, -97.733924313778 30.272006085482), (-97.735052407103 30.272325672671, -97.73490840172 30.272364117779, -97.734017909612 30.272105181446, -97.733924313778 30.272006085482), (-97.728896334743 30.272359721522, -97.728139561017 30.272457102013, -97.727769821215 30.27253759547), (-97.736070707125 30.272611312904, -97.735959094422 30.27249397603, -97.735182969672 30.272275733418, -97.735052407103 30.272325672671), (-97.736070707125 30.272611312904, -97.735905233706 30.27263386704, -97.735527347573 30.272535720094, -97.735126400703 30.272426735616, -97.735052407103 30.272325672671), (-97.737179627881 30.272909094786, -97.737107285172 30.272823138422, -97.736275309373 30.272588919033, -97.736070707125 30.272611312904), (-97.737179627881 30.272909094786, -97.73706065299 30.272951157335, -97.736215567208 30.272716589437, -97.736070707125 30.272611312904), (-97.737179627881 30.272909094786, -97.737291792878 30.272875172706, -97.738163055061 30.273110951164, -97.738252937861 30.273208098498, -97.738119197253 30.273237183896, -97.737244467257 30.27300188497, -97.737179627881 30.272909094786))",BSHARMA,,1,San Jacinto Blvd,E 12TH ST,8/22/2021 19:00,,Overlay on E 12TH ST from San Jacinto Blvd to Navasota St
Overlay,2022,Brackenridge St,96898,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",743.2479943,42,"MULTILINESTRING ((-97.750632220231 30.247029016371, -97.749471569438 30.246719576592, -97.748396999595 30.246389860492))",BSHARMA,,72,Congress Ave S,E MILTON ST,8/22/2021 19:00,,Overlay on E MILTON ST from Congress Ave S to Brackenridge St
SLCT6,2022,Us Hwy 290  E,97128,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1630.684461,343,"MULTILINESTRING ((-97.652450749843 30.323904893793, -97.652461320305 30.324031083351, -97.652687113329 30.325061705501, -97.653184040316 30.326604069894, -97.653409422962 30.327576550527, -97.653544134835 30.328281663129))",BSHARMA,,265,8200,FERGUSON CTOF,8/22/2021 19:00,,SLCT6 on FERGUSON CTOF from 8200 to Us Hwy 290  E
CRCKSL,2022,West Ave,116027,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",383.7907898,728,"MULTILINESTRING ((-97.751632391522 30.267490022412, -97.752744634633 30.26791604846))",BSHARMA,,753,Walter Seaholm Dr,POWER PLANT DR,8/22/2021 19:00,,CRCKSL on POWER PLANT DR from Walter Seaholm Dr to West Ave
CRCKSL,2022,Jackson Ave,115826,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1207.384558,480,"MULTILINESTRING ((-97.749683162795 30.31070775505, -97.750482081676 30.311059396945), (-97.752572931922 30.312086131124, -97.753440120423 30.312290802539, -97.754808445866 30.312623923986, -97.755398961903 30.312758768493))",BSHARMA,,552,Jefferson St,W 39TH ST,8/22/2021 19:00,,CRCKSL on W 39TH ST from Jefferson St to Jackson Ave
CRCKSL,2022,Parliament House Rd,115906,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",511.1796445,584,"MULTILINESTRING ((-97.785961814734 30.467033929161, -97.785538130999 30.467207044976, -97.7852433329 30.467331698492, -97.784823691003 30.46750915524, -97.78456400178 30.467724027638))",BSHARMA,,632,13200,COWDRAY PARK,8/22/2021 19:00,,CRCKSL on COWDRAY PARK from 13200 to Parliament House Rd
SLCT6,2022,9629,97368,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2431.939478,539,"MULTILINESTRING ((-97.79583280377 30.169281390097, -97.796140613394 30.169009432288, -97.796351857517 30.168813068204, -97.796453820525 30.16869690914, -97.796518423913 30.168590763223, -97.796644269445 30.168349746684, -97.796824765733 30.167911407222, -97.797393874824 30.166483072929, -97.797450532583 30.16636601557, -97.797523296319 30.166263606267, -97.797595652497 30.166175517849, -97.797667589413 30.166104610385, -97.797815277996 30.16600558287, -97.79795916998 30.165907690115, -97.798103434123 30.165828176494, -97.798222052303 30.165783963516, -97.798346682636 30.165747047749, -97.798518545024 30.165714642603, -97.798969323244 30.165655526698, -97.799407449858 30.165606912379, -97.799618006503 30.16559317614, -97.79991944722 30.165570484798, -97.800282482716 30.165556189954, -97.800349805156 30.165550223658, -97.800513821475 30.165535685271, -97.800795135701 30.165494716756, -97.801056880521 30.165425087543))",BSHARMA,,469,W Slaughter Ln,SOUTHPARK MEADOWS DR,8/22/2021 19:00,,SLCT6 on SOUTHPARK MEADOWS DR from W Slaughter Ln to 9629
CRCKSL,2022,Carbondale Ave,116003,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",631.3224127,678,"MULTILINESTRING ((-97.697182978494 30.198484585382, -97.697153794333 30.198386787025, -97.697061345087 30.198108087992, -97.697030419675 30.198045100732, -97.697026251318 30.198036571321, -97.696973843155 30.197919619839, -97.69693116986 30.1978543554, -97.696855612757 30.197772351766, -97.696051044172 30.197112061819))",BSHARMA,,729,Autuman Bay Dr,MONTEZUMA ST,8/22/2021 19:00,,CRCKSL on MONTEZUMA ST from Autuman Bay Dr to Carbondale Ave
CRCKSL,2022,32Nd St E,115858,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",698.6775541,648,"MULTILINESTRING ((-97.734075591052 30.293070508225, -97.733503379313 30.29395826729, -97.732979976827 30.294739750599))",BSHARMA,,584,31St St E,BENELVA DR,8/22/2021 19:00,,CRCKSL on BENELVA DR from 31St St E to 32Nd St E
SLCT6,2022,Pleasant Valley Rd S,97108,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",5490.29158,187,"MULTILINESTRING ((-97.756803042567 30.193943773462, -97.757217965253 30.193156263175, -97.757411528013 30.192516583393, -97.757444953535 30.191826926304, -97.757382112729 30.191641500763, -97.757330024372 30.191525406995, -97.757294102902 30.191423995144, -97.75721947481 30.191288828173, -97.757108488713 30.19114225834, -97.757028968204 30.191020799398, -97.756559642853 30.190618306697, -97.755359566609 30.189477243992, -97.755073390328 30.189241389682, -97.754733665985 30.188927749854, -97.754396198366 30.188649441126, -97.753691490068 30.188008171283, -97.752438340491 30.187039555835, -97.751956347069 30.186831815363, -97.751090748671 30.186407312106, -97.750483418839 30.1859440085, -97.749745540358 30.185538574472, -97.748810484869 30.185255670365, -97.747754943677 30.185157347841, -97.747149313315 30.185134113696, -97.746471846462 30.185340452168, -97.745875238965 30.185689567903))",BSHARMA,,250,Stassney Ln E,DOVE SPRINGS DR,8/22/2021 19:00,,SLCT6 on DOVE SPRINGS DR from Stassney Ln E to Pleasant Valley Rd S
